015851108,http://www.shbourgogne-groupesni.fr/,Apache
016380032,http://www.ets-guerard.fr/,IIS
035850544,http://www.fcc-entreprises.fr/,Apache
055811996,https://www.lafermiere.com/,
070503016,http://www.socamel.fr/,Apache
130004831,http://www.espace-competences.org/,IIS
130018237,http://aubermediation.fr/,
171400013,http://www.calvados.gouv.fr/,Apache
173800012,http://isere.gouv.fr/,
185715000,http://www.injs-metz.fr/,Apache
190107961,http://emilecizain.colleges.ain.fr/,Apache
190309245,http://lyc-val-d-allier.entauvergne.fr/,IIS
190600668,http://www.clg-saint-blaise.ac-nice.fr/,Apache
