045850849,http://miroiterie-lenain.fr/,Apache
062500053,http://www.ets-cros.fr/,Apache
065502395,https://www.betrec.com/,Apache
066502006,https://www.cliniquedechartreuse.com/,
095720165,http://www.bayi-occasion-orne.com/,Apache Tomcat
130005101,http://rouen-normandie-creation.fr/,
170604300,http://www.ac-nice.fr/,Nginx
170900013,http://ariege.gouv.fr/,Nginx
176801116,http://www.mjd-colmar.fr/,Apache
176901114,http://www.ca-lyon.justice.fr/,Apache
181200031,http://www.cm-aveyron.fr/,Apache
183100064,http://www.eau-adour-garonne.fr/,Apache
187500103,http://www.inja.fr/,IIS
190300947,http://lycee-agricole-bourbonnais.fr/,Apache
190610014,http://www.clg-nucera-louis.ac-nice.fr/,Apache
