046620241,http://www.valicelli.com/,
060200789,https://mycourant.com/,
071804272,http://www.demenagementsmazucco.com/,Nginx
130002397,http://www.adelie-vamb.fr/,Apache
130010457,http://www.nouvelle-aquitaine.developpement-durable.gouv.fr/,Apache
130010705,http://bourgogne-franche-comte.direccte.gouv.fr/,
130021363,http://www.univ-lyon2.fr/,Apache
183300268,http://injs-bordeaux.org/,IIS
186200093,http://www.pasdecalaisactif.fr/,Apache
190700120,http://collegevalleedelabeaume.blogspot.com/,OpenGSE
