025480401,http://www.barrault.com/,Apache
037320728,http://azurpaysage.fr/,Apache
039188164,http://pensiuneasticletiibucovinei.ro/,
056801095,http://www.escalier-poupinet.com/,Apache
058200189,http://www.buchervaslin.com/,Apache
059804112,http://www.ecotel-aix.fr/,IIS
063200117,http://www.belliard-materiaux.fr/,Apache
068804285,http://www.marseille.aeroport.fr/,Nginx
075520064,https://www.meribel.net/,
096280631,http://duffaupeinture.fr/,Apache
130002728,http://www.palais-portedoree.fr/,Apache
130005218,http://www.technocampus-composites.fr/,
175600014,http://www.morbihan.gouv.fr/,Nginx
181500026,http://www.cantal.chambagri.fr/,Apache
184600039,http://www.cma-cahors.fr/,Apache
190100594,https://www.cibeins.fr/,Apache
190612093,http://www.clg-jean-cocteau.ac-nice.fr/,Apache
